"ac_type","ac_fl","fl","m_lo","m_nom","m_hi","V_cl_1","V_cl_2","M_cl","V_cr_1","V_cr_2","M_cr","V_des_1","V_des_2","M_des","h_MO","CL_TAS","CL_ROCD_lo_m","CL_ROCD_nom_m","CL_ROCD_hi_m","CL_fuel_nom_m","CR_TAS","CR_fuel_lo_m","CR_fuel_nom_m","CR_fuel_hi_m","DES_TAS","DES_ROCD_nom_m","DES_fuel_nom_m"
"FGTN","FGTN_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"289","4760","4610","3390","0.0","289","0.0","0.0","0.0","289","3210","0.0"
"FGTN","FGTN_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"447","5990","5900","4850","0.0","297","0.0","0.0","0.0","447","4810","0.0"
"FGTN","FGTN_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"460","5980","5890","4830","0.0","306","0.0","0.0","0.0","460","4870","0.0"
"FGTN","FGTN_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"473","5970","5880","4810","0.0","473","0.0","0.0","0.0","473","4920","0.0"
"FGTN","FGTN_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"486","5960","5870","4780","0.0","486","0.0","0.0","0.0","486","4970","0.0"
"FGTN","FGTN_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"500","5950","5850","4760","0.0","500","0.0","0.0","0.0","500","5010","0.0"
"FGTN","FGTN_FL220","220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"514","5930","5830","4720","0.0","514","0.0","0.0","0.0","514","5060","0.0"
"FGTN","FGTN_FL240","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"529","5910","5810","4690","0.0","529","0.0","0.0","0.0","529","5100","0.0"
"FGTN","FGTN_FL260","260",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"539","9030","8860","7120","0.0","539","0.0","0.0","0.0","539","7770","0.0"
"FGTN","FGTN_FL280","280",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"535","9000","8820","7010","0.0","535","0.0","0.0","0.0","535","7460","0.0"
"FGTN","FGTN_FL290","290",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"533","8960","8770","6930","0.0","533","0.0","0.0","0.0","533","7330","0.0"
"FGTN","FGTN_FL310","310",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"528","8850","8650","6730","0.0","528","0.0","0.0","0.0","528","7120","0.0"
"FGTN","FGTN_FL330","330",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"523","8690","8470","6480","0.0","523","0.0","0.0","0.0","523","6960","0.0"
"FGTN","FGTN_FL350","350",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"519","8480","8230","6160","0.0","519","0.0","0.0","0.0","519","6870","0.0"
"FGTN","FGTN_FL370","370",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"516","7360","7120","5190","0.0","516","0.0","0.0","0.0","516","6120","0.0"
"FGTN","FGTN_FL390","390",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"516","7140","6870","4840","0.0","516","0.0","0.0","0.0","516","6200","0.0"
"FGTN","FGTN_FL410","410",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"516","6870","6580","4440","0.0","516","0.0","0.0","0.0","516","6340","0.0"
"FGTN","FGTN_FL430","430",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"516","6550","6230","3970","0.0","516","0.0","0.0","0.0","516","6540","0.0"
"FGTN","FGTN_FL450","450",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"516","6170","5820","3440","0.0","516","0.0","0.0","0.0","516","6800","0.0"
"FGTN","FGTN_FL470","470",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"516","5740","5360","2840","0.0","516","0.0","0.0","0.0","516","7120","0.0"
"FGTN","FGTN_FL490","490",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"516","5260","4830","2170","0.0","516","0.0","0.0","0.0","516","7510","0.0"
"FGTN","FGTN_speed_laws","none","9600","10000","12000","250","380","0.90","250","380","0.90","250","380","0.90","50000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"H25B","H25B_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"124","2460","2670","2350","62.7",NULL,NULL,NULL,NULL,"122","460","10.0"
"H25B","H25B_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"125","2440","2650","2320","61.8",NULL,NULL,NULL,NULL,"123","470","9.9"
"H25B","H25B_FL010","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"126","2420","2620","2300","61.0",NULL,NULL,NULL,NULL,"129","460","9.9"
"H25B","H25B_FL015","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"132","2550","2730","2390","60.2",NULL,NULL,NULL,NULL,"140","460","9.9"
"H25B","H25B_FL020","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"133","2530","2710","2360","59.4",NULL,NULL,NULL,NULL,"172","530","9.8"
"H25B","H25B_FL030","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"156","3020","3120","2710","57.8","230","15.9","16.5","18.2","230","1050","9.7"
"H25B","H25B_FL040","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"190","3600","3610","3100","56.2","233","15.9","16.5","18.2","233","1080","9.6"
"H25B","H25B_FL060","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"272","4220","3970","3310","53.2","272","18.9","19.4","20.7","240","1150","9.4"
"H25B","H25B_FL080","80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"280","3970","3730","3090","50.2","280","18.9","19.4","20.7","280","1740","9.2"
"H25B","H25B_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"289","3710","3320","2880","47.4","289","18.9","19.3","20.6","289","1820","9.0"
"H25B","H25B_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"297","3450","3090","2660","44.6","297","18.8","19.3","20.6","327","2470","8.8"
"H25B","H25B_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"306","3190","2850","2440","42.0","306","18.7","19.2","20.5","336","2560","8.6"
"H25B","H25B_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"316","2940","2620","2230","39.5","340","21.0","21.4","22.5","347","2640","8.4"
"H25B","H25B_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"326","2680","2380","2010","37.1","351","20.9","21.3","22.5","357","2720","8.2"
"H25B","H25B_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"336","2430","2150","1800","34.8","362","20.8","21.2","22.4","368","2800","8.0"
"H25B","H25B_FL220","220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"347","2180","1930","1590","32.7","373","20.7","21.1","22.3","380","2880","7.8"
"H25B","H25B_FL240","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"358","1940","1700","1380","30.7","385","20.6","21.0","22.2","392","2950","7.6"
"H25B","H25B_FL260","260",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"369","1700","1480","1180","28.7","397","20.4","20.9","22.1","402","3880","7.4"
"H25B","H25B_FL280","280",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"374","1940","1680","1310","26.9","410","20.3","20.7","21.9","398","3590","7.2"
"H25B","H25B_FL290","290",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"373","1870","1620","1240","26.1","416","20.2","20.7","21.9","397","3460","7.1"
"H25B","H25B_FL310","310",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"370","1660","1500","1120","24.4","430","20.1","20.5","21.7","393","840","14.1"
"H25B","H25B_FL330","330",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"366","1550","1380","990","22.9","436","19.4","19.9","21.1","390","800","13.2"
"H25B","H25B_FL350","350",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"363","1430","1260","860","21.5","432","18.1","18.6","20.0","386","780","12.4"
"H25B","H25B_FL370","370",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"361","1260","1090","700","20.3","430","16.9","17.5","19.0","384","730","11.7"
"H25B","H25B_FL390","390",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"361","1160","990","580","19.1","430","15.9","16.5","18.2","384","740","11.0"
"H25B","H25B_FL410","410",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"361","1070","880","450","18.1","430","15.0","15.7","17.2","384","770","10.4"
"H25B","H25B_speed_laws","none","7457","8165","9848","250","250","0.63","250","270","0.75","250","275","0.67","41000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"JS31","JS31_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"134","2080","1950","1640","6.3",NULL,NULL,NULL,NULL,"114","1020","2.2"
"JS31","JS31_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"145","2050","1900","1570","6.4",NULL,NULL,NULL,NULL,"115","1030","2.2"
"JS31","JS31_FL010","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"152","2020","1850","1520","6.4",NULL,NULL,NULL,NULL,"121","1060","2.2"
"JS31","JS31_FL015","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"164","1860","1750","1480","6.6",NULL,NULL,NULL,NULL,"132","1150","2.2"
"JS31","JS31_FL020","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"165","1830","1720","1450","6.5",NULL,NULL,NULL,NULL,"164","1550","2.2"
"JS31","JS31_FL030","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"167","1760","1660","1390","6.5","188","3.6","3.7","4.0","209","2510","2.2"
"JS31","JS31_FL040","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"170","1700","1590","1330","6.4","191","3.6","3.8","4.1","212","2540","2.2"
"JS31","JS31_FL060","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"175","1570","1460","1210","6.2","218","4.8","5.0","5.3","218","2600","2.2"
"JS31","JS31_FL080","80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"180","1450","1340","1080","6.0","225","5.0","5.1","5.4","225","2670","2.2"
"JS31","JS31_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"186","1320","1210","960","5.8","232","5.1","5.3","5.6","232","2100","2.2"
"JS31","JS31_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"191","1200","1080","840","5.7","239","5.2","5.4","5.7","234","2270","2.2"
"JS31","JS31_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"197","1070","960","720","5.5","246","5.4","5.6","5.9","233","2130","2.2"
"JS31","JS31_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"200","1050","920","660","5.3","254","5.5","5.7","6.0","231","2010","2.2"
"JS31","JS31_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"198","970","830","560","5.0","254","5.3","5.5","5.7","229","1900","2.2"
"JS31","JS31_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"197","870","730","460","4.6","252","4.9","5.1","5.4","227","1810","2.2"
"JS31","JS31_FL220","220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"195","770","620","340","4.3","250","4.6","4.9","5.1","225","1740","2.2"
"JS31","JS31_FL240","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"193","660","500","210","4.0","248","4.4","4.6","4.8","224","1680","2.2"
"JS31","JS31_speed_laws","none","5494","6200","7350","160","160","0.32","200","200","0.41","200","200","0.37","25000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"JS41","JS41_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"158","2720","2530","2190","11.2",NULL,NULL,NULL,NULL,"136","930","3.9"
"JS41","JS41_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"169","2680","2290","2140","11.3",NULL,NULL,NULL,NULL,"137","940","3.9"
"JS41","JS41_FL010","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"172","2630","2250","2110","11.3",NULL,NULL,NULL,NULL,"143","980","3.9"
"JS41","JS41_FL015","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"174","2530","2210","2070","11.2",NULL,NULL,NULL,NULL,"155","1070","3.9"
"JS41","JS41_FL020","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"175","2480","2170","2030","11.1",NULL,NULL,NULL,NULL,"187","1440","3.9"
"JS41","JS41_FL030","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"178","2400","2090","1950","10.9","188","3.9","4.2","4.6","198","1600","3.9"
"JS41","JS41_FL040","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"180","2320","2020","1870","10.7","191","3.9","4.2","4.6","201","1620","3.9"
"JS41","JS41_FL060","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"186","2160","1870","1720","10.3","218","5.1","5.4","5.8","207","1660","3.9"
"JS41","JS41_FL080","80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"191","1990","1710","1570","9.9","225","5.3","5.6","6.0","214","1700","3.9"
"JS41","JS41_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"197","1830","1560","1410","9.5","232","5.4","5.8","6.1","220","1740","3.9"
"JS41","JS41_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"203","1670","1410","1260","9.1","239","5.6","5.9","6.3","227","1520","3.9"
"JS41","JS41_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"210","1510","1260","1110","8.7","246","5.8","6.1","6.5","234","1570","3.8"
"JS41","JS41_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"216","1350","1120","960","8.4","254","5.9","6.3","6.7","241","1630","3.8"
"JS41","JS41_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"217","1320","1070","900","7.9","260","6.0","6.4","6.8","241","1740","3.8"
"JS41","JS41_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"215","1180","940","750","7.3","258","5.6","6.0","6.5","240","1670","3.8"
"JS41","JS41_FL220","220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"213","1040","790","590","6.7","256","5.3","5.7","6.2","238","1610","3.8"
"JS41","JS41_FL240","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"212","880","630","430","6.1","254","5.0","5.5","6.0","236","1560","3.8"
"JS41","JS41_FL260","260",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"210","710","470","250","5.5","252","4.7","5.2","5.8","234","1530","3.8"
"JS41","JS41_speed_laws","none","7620","9000","10433","170","170","0.35","200","200","0.42","190","190","0.39","26000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"L101","L101_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"168","2410","2270","1830","143.7",NULL,NULL,NULL,NULL,"140","1170","38.0"
"L101","L101_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"169","2380","2250","1800","142.8",NULL,NULL,NULL,NULL,"141","1180","37.8"
"L101","L101_FL010","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"170","2360","2220","1780","142.0",NULL,NULL,NULL,NULL,"147","1170","37.6"
"L101","L101_FL015","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"176","2460","2290","1830","144.7",NULL,NULL,NULL,NULL,"159","1140","37.4"
"L101","L101_FL020","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"178","2440","2270","1800","143.9",NULL,NULL,NULL,NULL,"191","1130","37.2"
"L101","L101_FL030","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"201","2840","2550","2020","156.4","230","39.1","49.6","67.5","230","1230","36.7"
"L101","L101_FL040","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"236","3350","2900","2290","175.6","233","39.6","50.3","68.4","233","1250","36.3"
"L101","L101_FL060","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"272","3950","3030","2200","190.1","272","49.1","58.7","74.9","240","1280","35.5"
"L101","L101_FL080","80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"280","3770","2870","2070","185.3","280","50.4","60.2","77.0","280","1480","34.6"
"L101","L101_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"289","3590","2720","1930","180.4","289","51.7","61.8","79.1","289","1510","33.7"
"L101","L101_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"356","3550","2730","1990","207.0","297","53.0","63.5","81.3","356","2000","32.9"
"L101","L101_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"366","3320","2540","1830","201.1","306","54.4","65.2","83.6","366","2030","32.0"
"L101","L101_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"377","3090","2340","1660","195.2","377","79.3","88.5","104.2","377","2070","31.2"
"L101","L101_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"388","2870","2150","1500","189.3","388","81.1","90.7","106.9","388","2100","30.3"
"L101","L101_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"400","2630","1960","1330","183.4","400","83.0","92.9","109.7","400","2130","29.4"
"L101","L101_FL220","220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"412","2410","1760","1160","177.4","412","84.9","95.2","112.7","412","2160","28.6"
"L101","L101_FL240","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"425","2180","1570","1000","171.5","425","86.9","97.5","115.7","425","2190","27.7"
"L101","L101_FL260","260",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"438","1960","1390","830","165.5","438","88.9","100.0","118.8","438","2220","26.9"
"L101","L101_FL280","280",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"452","1740","1200","670","159.6","452","90.9","102.4","122.0","452","2250","26.0"
"L101","L101_FL290","290",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"459","1630","1110","590","156.6","459","91.9","103.7","123.7","459","2260","25.6"
"L101","L101_FL310","310",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"469","2040","1330","620","149.5","473","93.9","106.2","127.0","473","1800","24.7"
"L101","L101_FL330","330",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"465","1840","1140","430","138.3","477","91.4","104.5","126.7","477","2570","23.8"
"L101","L101_FL350","350",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"461","1640","940","220","127.8","473","86.2","100.4","124.3","473","2500","23.0"
"L101","L101_FL370","370",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"459","1310","680","10","118.3","470","82.1","97.7","115.1","470","2240","22.1"
"L101","L101_FL390","390",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"459","1130","490","170","109.9","470","79.1","96.3","106.9","470","2230","21.3"
"L101","L101_FL410","410",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"459","940","290","0","102.0","470","76.9","95.8","99.2","470","2250","20.4"
"L101","L101_speed_laws","none","120000","154500","200000","250","300","0.80","250","300","0.82","250","300","0.82","42000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"LJ35","LJ35_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"145","2710","2440","2100","10.7",NULL,NULL,NULL,NULL,"132","900","5.2"
"LJ35","LJ35_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"146","2690","2430","2080","10.7",NULL,NULL,NULL,NULL,"133","910","5.2"
"LJ35","LJ35_FL010","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"148","2680","2410","2060","10.6",NULL,NULL,NULL,NULL,"139","900","5.2"
"LJ35","LJ35_FL015","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"154","2820","2500","2140","10.9",NULL,NULL,NULL,NULL,"151","890","5.2"
"LJ35","LJ35_FL020","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"155","2800","2480","2120","10.9",NULL,NULL,NULL,NULL,"183","930","5.2"
"LJ35","LJ35_FL030","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"178","3330","2840","2420","11.9","230","5.2","5.2","5.7","230","1270","5.2"
"LJ35","LJ35_FL040","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"212","3970","3230","2730","13.6","233","5.2","5.2","5.8","233","1290","5.2"
"LJ35","LJ35_FL060","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"272","4650","3440","2810","16.2","272","5.7","6.4","7.1","240","1350","5.1"
"LJ35","LJ35_FL080","80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"280","4460","3280","2670","15.9","280","5.8","6.6","7.3","280","1830","5.1"
"LJ35","LJ35_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"289","4260","3110","2510","15.6","289","6.0","6.7","7.5","289","1900","5.1"
"LJ35","LJ35_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"297","4050","2940","2360","15.3","297","6.1","6.9","7.7","356","3040","5.1"
"LJ35","LJ35_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"306","3840","2770","2200","15.0","306","6.3","7.1","7.9","366","3110","5.1"
"LJ35","LJ35_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"316","3620","2580","2030","14.7","377","10.0","10.6","11.3","377","3190","5.0"
"LJ35","LJ35_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"326","3390","2400","1860","14.3","388","10.2","10.9","11.6","388","3260","5.0"
"LJ35","LJ35_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"336","3150","2200","1680","14.0","400","10.4","11.1","11.9","400","3340","5.0"
